"Lat","Lon","Lat_d","Lon_d","Cont"
27,48,25,176.25,"Africa"
28,48,22.5,176.25,"Africa"
29,48,20,176.25,"Africa"
30,48,17.5,176.25,"Africa"
31,48,15,176.25,"Africa"
32,48,12.5,176.25,"Africa"
33,48,10,176.25,"Africa"
34,48,7.5,176.25,"Africa"
35,48,5,176.25,"Africa"
23,49,35,180,"Africa"
24,49,32.5,180,"Africa"
25,49,30,180,"Africa"
26,49,27.5,180,"Africa"
27,49,25,180,"Africa"
28,49,22.5,180,"Africa"
29,49,20,180,"Africa"
30,49,17.5,180,"Africa"
31,49,15,180,"Africa"
32,49,12.5,180,"Africa"
33,49,10,180,"Africa"
34,49,7.5,180,"Africa"
23,50,35,183.75,"Africa"
24,50,32.5,183.75,"Africa"
25,50,30,183.75,"Africa"
26,50,27.5,183.75,"Africa"
27,50,25,183.75,"Africa"
28,50,22.5,183.75,"Africa"
29,50,20,183.75,"Africa"
30,50,17.5,183.75,"Africa"
31,50,15,183.75,"Africa"
32,50,12.5,183.75,"Africa"
33,50,10,183.75,"Africa"
34,50,7.5,183.75,"Africa"
35,50,5,183.75,"Africa"
22,51,37.5,187.5,"Africa"
23,51,35,187.5,"Africa"
24,51,32.5,187.5,"Africa"
25,51,30,187.5,"Africa"
26,51,27.5,187.5,"Africa"
27,51,25,187.5,"Africa"
28,51,22.5,187.5,"Africa"
29,51,20,187.5,"Africa"
30,51,17.5,187.5,"Africa"
31,51,15,187.5,"Africa"
32,51,12.5,187.5,"Africa"
33,51,10,187.5,"Africa"
34,51,7.5,187.5,"Africa"
35,51,5,187.5,"Africa"
37,51,0,187.5,"Africa"
24,52,32.5,191.25,"Africa"
25,52,30,191.25,"Africa"
26,52,27.5,191.25,"Africa"
27,52,25,191.25,"Africa"
28,52,22.5,191.25,"Africa"
29,52,20,191.25,"Africa"
30,52,17.5,191.25,"Africa"
31,52,15,191.25,"Africa"
32,52,12.5,191.25,"Africa"
33,52,10,191.25,"Africa"
34,52,7.5,191.25,"Africa"
35,52,5,191.25,"Africa"
36,52,2.5,191.25,"Africa"
37,52,0,191.25,"Africa"
38,52,-2.5,191.25,"Africa"
39,52,-5,191.25,"Africa"
40,52,-7.5,191.25,"Africa"
43,52,-15,191.25,"Africa"
44,52,-17.5,191.25,"Africa"
45,52,-20,191.25,"Africa"
25,53,30,195,"Africa"
26,53,27.5,195,"Africa"
27,53,25,195,"Africa"
28,53,22.5,195,"Africa"
29,53,20,195,"Africa"
30,53,17.5,195,"Africa"
31,53,15,195,"Africa"
32,53,12.5,195,"Africa"
33,53,10,195,"Africa"
34,53,7.5,195,"Africa"
35,53,5,195,"Africa"
36,53,2.5,195,"Africa"
37,53,0,195,"Africa"
38,53,-2.5,195,"Africa"
39,53,-5,195,"Africa"
40,53,-7.5,195,"Africa"
41,53,-10,195,"Africa"
42,53,-12.5,195,"Africa"
43,53,-15,195,"Africa"
44,53,-17.5,195,"Africa"
45,53,-20,195,"Africa"
46,53,-22.5,195,"Africa"
47,53,-25,195,"Africa"
48,53,-27.5,195,"Africa"
24,54,32.5,198.75,"Africa"
25,54,30,198.75,"Africa"
26,54,27.5,198.75,"Africa"
27,54,25,198.75,"Africa"
28,54,22.5,198.75,"Africa"
29,54,20,198.75,"Africa"
30,54,17.5,198.75,"Africa"
31,54,15,198.75,"Africa"
32,54,12.5,198.75,"Africa"
33,54,10,198.75,"Africa"
34,54,7.5,198.75,"Africa"
35,54,5,198.75,"Africa"
36,54,2.5,198.75,"Africa"
37,54,0,198.75,"Africa"
38,54,-2.5,198.75,"Africa"
39,54,-5,198.75,"Africa"
40,54,-7.5,198.75,"Africa"
41,54,-10,198.75,"Africa"
42,54,-12.5,198.75,"Africa"
43,54,-15,198.75,"Africa"
44,54,-17.5,198.75,"Africa"
45,54,-20,198.75,"Africa"
46,54,-22.5,198.75,"Africa"
47,54,-25,198.75,"Africa"
48,54,-27.5,198.75,"Africa"
49,54,-30,198.75,"Africa"
50,54,-32.5,198.75,"Africa"
25,55,30,202.5,"Africa"
26,55,27.5,202.5,"Africa"
27,55,25,202.5,"Africa"
28,55,22.5,202.5,"Africa"
29,55,20,202.5,"Africa"
30,55,17.5,202.5,"Africa"
31,55,15,202.5,"Africa"
32,55,12.5,202.5,"Africa"
33,55,10,202.5,"Africa"
34,55,7.5,202.5,"Africa"
35,55,5,202.5,"Africa"
36,55,2.5,202.5,"Africa"
37,55,0,202.5,"Africa"
38,55,-2.5,202.5,"Africa"
39,55,-5,202.5,"Africa"
40,55,-7.5,202.5,"Africa"
41,55,-10,202.5,"Africa"
42,55,-12.5,202.5,"Africa"
43,55,-15,202.5,"Africa"
44,55,-17.5,202.5,"Africa"
45,55,-20,202.5,"Africa"
46,55,-22.5,202.5,"Africa"
47,55,-25,202.5,"Africa"
48,55,-27.5,202.5,"Africa"
49,55,-30,202.5,"Africa"
50,55,-32.5,202.5,"Africa"
25,56,30,206.25,"Africa"
26,56,27.5,206.25,"Africa"
27,56,25,206.25,"Africa"
28,56,22.5,206.25,"Africa"
29,56,20,206.25,"Africa"
30,56,17.5,206.25,"Africa"
31,56,15,206.25,"Africa"
32,56,12.5,206.25,"Africa"
33,56,10,206.25,"Africa"
34,56,7.5,206.25,"Africa"
35,56,5,206.25,"Africa"
36,56,2.5,206.25,"Africa"
37,56,0,206.25,"Africa"
38,56,-2.5,206.25,"Africa"
39,56,-5,206.25,"Africa"
40,56,-7.5,206.25,"Africa"
41,56,-10,206.25,"Africa"
42,56,-12.5,206.25,"Africa"
43,56,-15,206.25,"Africa"
44,56,-17.5,206.25,"Africa"
45,56,-20,206.25,"Africa"
46,56,-22.5,206.25,"Africa"
47,56,-25,206.25,"Africa"
48,56,-27.5,206.25,"Africa"
49,56,-30,206.25,"Africa"
50,56,-32.5,206.25,"Africa"
25,57,30,210,"Africa"
26,57,27.5,210,"Africa"
27,57,25,210,"Africa"
28,57,22.5,210,"Africa"
29,57,20,210,"Africa"
30,57,17.5,210,"Africa"
31,57,15,210,"Africa"
32,57,12.5,210,"Africa"
33,57,10,210,"Africa"
34,57,7.5,210,"Africa"
35,57,5,210,"Africa"
36,57,2.5,210,"Africa"
37,57,0,210,"Africa"
38,57,-2.5,210,"Africa"
39,57,-5,210,"Africa"
40,57,-7.5,210,"Africa"
41,57,-10,210,"Africa"
42,57,-12.5,210,"Africa"
43,57,-15,210,"Africa"
44,57,-17.5,210,"Africa"
45,57,-20,210,"Africa"
46,57,-22.5,210,"Africa"
47,57,-25,210,"Africa"
48,57,-27.5,210,"Africa"
28,58,22.5,213.75,"Africa"
29,58,20,213.75,"Africa"
30,58,17.5,213.75,"Africa"
31,58,15,213.75,"Africa"
32,58,12.5,213.75,"Africa"
33,58,10,213.75,"Africa"
34,58,7.5,213.75,"Africa"
35,58,5,213.75,"Africa"
36,58,2.5,213.75,"Africa"
37,58,0,213.75,"Africa"
38,58,-2.5,213.75,"Africa"
39,58,-5,213.75,"Africa"
40,58,-7.5,213.75,"Africa"
41,58,-10,213.75,"Africa"
42,58,-12.5,213.75,"Africa"
43,58,-15,213.75,"Africa"
44,58,-17.5,213.75,"Africa"
31,59,15,217.5,"Africa"
32,59,12.5,217.5,"Africa"
33,59,10,217.5,"Africa"
34,59,7.5,217.5,"Africa"
35,59,5,217.5,"Africa"
36,59,2.5,217.5,"Africa"
37,59,0,217.5,"Africa"
38,59,-2.5,217.5,"Africa"
41,59,-10,217.5,"Africa"
42,59,-12.5,217.5,"Africa"
43,59,-15,217.5,"Africa"
32,60,12.5,221.25,"Africa"
33,60,10,221.25,"Africa"
34,60,7.5,221.25,"Africa"
35,60,5,221.25,"Africa"
36,60,2.5,221.25,"Africa"
33,61,10,225,"Africa"
34,61,7.5,225,"Africa"
35,61,5,225,"Africa"
44,61,-17.5,225,"Africa"
45,61,-20,225,"Africa"
46,61,-22.5,225,"Africa"
47,61,-25,225,"Africa"
33,62,10,228.75,"Africa"
